PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_VAT_VALUE,ITEM_QTY_NEG_A,ITEM_PRICE_A,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
industrial brushes,https://www.osborn.com/en/search?term=9907036027,9907036027,"Helituf Internal cleaning Brush D11x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D11x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D11x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D11x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D11x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.3827244587640006,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036032,9907036032,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.5297994352320003,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036033,9907036033,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18","Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D13x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",3.2846744744520002,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036037,9907036037,"Helituf Internal cleaning Brush D14x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D14x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D14x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D14x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D14x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.5297994352320003,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036042,9907036042,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.774924396012,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036043,9907036043,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18","Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D16x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",3.6278494195440008,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036047,9907036047,"Helituf Internal cleaning Brush D18x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D18x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D18x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D18x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D18x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.774924396012,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036052,9907036052,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.8239493881680007,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036053,9907036053,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18","Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D19x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",3.725899403856,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036057,9907036057,"Helituf Internal cleaning Brush D21x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D21x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D21x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D21x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D21x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.872974380324,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
