PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_VAT_VALUE,ITEM_QTY_NEG_A,ITEM_PRICE_A,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-470.0,6.907-470.0, Filtering basket packaged Kärcher,,PROFESSIONAL PRODUCTS / Filtering basket packaged Kärcher,,,,, Filtering basket packaged Kärcher, Filtering basket packaged Kärcher,,,2026-01-01 00:00:00,, Filtering basket packaged Kärcher,126.11,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-624.0,5.731-624.0, Filtering basket packaged T 7/1,,PROFESSIONAL PRODUCTS / Filtering basket packaged T 7/1,,,,, Filtering basket packaged T 7/1, Filtering basket packaged T 7/1,,,2026-01-01 00:00:00,, Filtering basket packaged T 7/1,235.47,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-628.0,5.731-628.0, Filtering basket packaged T9/1 Bp,,PROFESSIONAL PRODUCTS / Filtering basket packaged T9/1 Bp,,,,, Filtering basket packaged T9/1 Bp, Filtering basket packaged T9/1 Bp,,,2026-01-01 00:00:00,, Filtering basket packaged T9/1 Bp,256.71,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.904-284.0,6.904-284.0, Flat filter packaged PES,R100343211,PROFESSIONAL PRODUCTS / Flat filter packaged PES,,,,, Flat filter packaged PES, Flat filter packaged PES,,,2026-01-01 00:00:00,, Flat filter packaged PES,453.34,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-123.0,6.906-123.0, Flat filter PES NTR,,PROFESSIONAL PRODUCTS / Flat filter PES NTR,,,,, Flat filter PES NTR, Flat filter PES NTR,,,2026-01-01 00:00:00,, Flat filter PES NTR,231.08,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.904-364.0,6.904-364.0," Flat pleated filter PE HEPA 0,95 m²",,"PROFESSIONAL PRODUCTS / Flat pleated filter PE HEPA 0,95 m²",,,,," Flat pleated filter PE HEPA 0,95 m²"," Flat pleated filter PE HEPA 0,95 m²",,,2026-01-01 00:00:00,," Flat pleated filter PE HEPA 0,95 m²",906.73,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-277.0,6.907-277.0," Flat pleated filter PE M 0,95 m²",,"PROFESSIONAL PRODUCTS / Flat pleated filter PE M 0,95 m²",,,,," Flat pleated filter PE M 0,95 m²"," Flat pleated filter PE M 0,95 m²",,,2026-01-01 00:00:00,," Flat pleated filter PE M 0,95 m²",490.75,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-276.0,6.907-276.0," Flat pleated filter PE M 0,95 m²",,"PROFESSIONAL PRODUCTS / Flat pleated filter PE M 0,95 m²",,,,," Flat pleated filter PE M 0,95 m²"," Flat pleated filter PE M 0,95 m²",,,2026-01-01 00:00:00,," Flat pleated filter PE M 0,95 m²",207.11,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.904-283.0,6.904-283.0," Flat pleated filter PE M 0,95 m²",,"PROFESSIONAL PRODUCTS / Flat pleated filter PE M 0,95 m²",,,,," Flat pleated filter PE M 0,95 m²"," Flat pleated filter PE M 0,95 m²",,,2026-01-01 00:00:00,," Flat pleated filter PE M 0,95 m²",174.15,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-449.0,6.907-449.0," Flat pleated filter PE/PTFE M 0,95 m²",,"PROFESSIONAL PRODUCTS / Flat pleated filter PE/PTFE M 0,95 m²",,,,," Flat pleated filter PE/PTFE M 0,95 m²"," Flat pleated filter PE/PTFE M 0,95 m²",,,2026-01-01 00:00:00,," Flat pleated filter PE/PTFE M 0,95 m²",842.15,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
